,2mTemp,2mDpt,sfcCAPE,sfcCIN,sfcPotentialTmp,sfcPressure,PWAT,2mRH,srh,lifted index 180-0 mb above gnd Best (4-layer),10m wind speed,250mb Geopotenial height,250mb Temperature,250mb wind speed,500mb Geopotenial height,500mb Temperature,500mb wind speed,700mb Geopotenial height,700mb Temperature,700mb wind speed,850mb Geopotenial height,850mb Temperature,850mb wind speed,925mb Geopotenial height,925mb Temperature,925mb wind speed,COUNT,countBinary
2006-08-21,302.381,288.381,751.539,-26.8587,309.611,94021.1,32.1066,45.9434,46.0858,-1.33135,3.62127,10949.9,230.159,20.4842,5911.12,265.556,8.9676,3206.12,282.504,6.55341,1561.56,293.563,4.5547900000000014,822.307,299.192,4.63237,0,0
1994-12-20,280.53,273.707,31.4109,-2.1751400000000003,283.52,93846.0,12.5357,67.936,91.2334,5.5519,3.49234,10497.6,222.203,30.6292,5677.02,255.42,15.2209,3072.78,272.235,10.3346,1498.63,280.467,7.037489999999999,798.172,283.528,6.714060000000001,0,0
2000-03-11,282.646,269.502,14.9063,-0.152447,288.8040000000001,94073.7,7.3200699999999985,43.7481,91.3425,10.241,4.59896,10389.9,219.488,28.8415,5617.95,252.785,20.036,3049.72,267.923,12.2389,1500.61,275.585,7.10566,811.789,280.087,6.26994,0,0
1985-05-25,299.577,285.016,711.159,-39.1034,307.765,93124.6,22.7251,45.3974,89.4279,-1.56924,3.99959,10707.0,223.919,23.6125,5775.92,261.748,11.584,3101.78,280.301,7.585260000000001,1468.21,291.973,5.62541,734.029,297.448,5.14466,2,0
1997-11-08,283.516,276.71,5.68012,-0.6711020000000001,287.853,93657.3,14.336,66.1774,78.6159,7.19045,3.48171,10533.7,221.735,27.9151,5677.51,257.274,11.6256,3057.43,273.69,6.3789,1477.24,280.05,6.02416,778.89,282.853,5.61757,0,0
2002-09-29,297.463,284.867,272.855,-66.1661,302.422,93371.5,24.0373,50.1685,89.0108,-0.114109,4.70348,10801.5,230.236,25.4155,5808.03,263.148,13.4505,3126.65,280.735,9.5417,1493.97,291.5490000000001,8.20118,761.345,296.469,7.3162699999999985,0,0
1992-08-20,300.675,287.257,628.962,-41.7826,308.408,93749.1,28.3153,47.6537,73.1083,-1.44575,3.79639,10847.3,227.398,17.0306,5856.04,263.985,8.79617,3164.03,281.434,4.46301,1526.45,292.0370000000001,4.5584,792.3789999999998,297.545,4.54225,0,0
1997-05-09,291.863,279.469,177.773,-7.012110000000002,298.647,94268.6,16.0993,49.0202,64.572,4.17801,4.54589,10634.9,221.044,25.9231,5775.43,257.964,13.8519,3145.23,274.842,8.55204,1550.9,284.842,6.783410000000001,836.314,290.0490000000001,6.52176,2,0
1995-05-06,293.202,282.047,643.328,-28.3857,300.772,93211.3,21.2014,58.1663,142.196,0.317988,6.52977,10611.0,222.71400000000003,35.6753,5724.29,259.10400000000004,17.7467,3076.01,277.745,10.5434,1463.34,287.686,9.42542,742.173,292.019,8.34685,1,0
1993-09-11,298.599,285.616,490.32,-64.3318,304.693,93188.5,27.7109,50.4807,123.311,-0.669743,4.79876,10792.8,226.606,23.6722,5806.84,263.47900000000004,12.2554,3116.77,281.747,9.38956,1475.55,292.858,8.30171,740.0419999999998,297.615,7.11178,0,0
1985-08-14,298.737,286.878,629.872,-10.7144,306.657,93533.2,31.8072,51.5735,54.1295,-0.77757,4.175680000000002,10822.2,229.219,24.211,5815.46,263.42900000000003,11.9214,3134.93,279.547,7.56278,1506.68,290.704,5.8459900000000005,775.7310000000001,296.1140000000001,5.56833,3,0
1989-03-11,289.901,276.721,5.05822,-6.6819,294.681,94041.6,10.4591,52.5005,102.452,4.763719999999998,3.53838,10646.3,220.886,26.8991,5785.32,257.867,14.1899,3144.26,278.045,7.83622,1529.28,287.944,5.9078800000000005,811.7669999999998,290.145,5.71322,0,0
2007-10-08,294.808,283.659,352.006,-14.4247,299.067,93770.1,25.0661,53.0459,55.32899999999999,3.45169,4.12326,10825.2,229.357,21.4553,5826.14,264.021,13.9098,3143.85,279.188,9.70002,1524.59,288.74,7.4738,799.597,293.775,6.43615,1,0
2000-01-24,277.473,267.829,0.779335,-0.33362,281.556,93914.6,8.31103,55.4526,126.356,12.2046,3.76754,10444.5,224.347,51.0945,5600.67,254.091,25.88,3026.2,267.973,15.5638,1477.13,275.006,9.27025,793.387,277.338,6.9265,0,0
1981-12-03,281.536,273.196,18.9814,-5.42535,284.326,93913.1,9.07344,60.319,98.2508,9.38106,4.30069,10586.6,230.805,35.8001,5657.26,255.738,23.5359,3062.1,269.993,15.4953,1502.64,278.086,11.5947,807.138,282.483,8.983460000000003,0,0
2003-09-22,294.993,282.936,75.1693,-30.9474,300.2270000000001,93669.1,21.0596,51.1988,88.3966,3.12648,3.65965,10779.3,229.468,31.7269,5794.65,262.663,16.7335,3122.13,278.42400000000004,11.7358,1509.37,287.71,7.2313100000000015,786.765,293.098,6.38449,0,0
1999-07-14,303.017,289.6090000000001,1330.71,-78.7259,310.93,93433.9,30.2127,48.987,73.255,-3.23985,5.31939,10904.2,228.98,14.3243,5874.75,265.533,7.2732,3161.08,283.942,6.46306,1507.27,295.237,7.30616,764.216,300.376,6.6282,1,0
2012-06-07,301.632,283.869,491.686,-34.8772,310.528,93598.1,25.3708,39.6603,66.1809,-0.0370807,4.68835,10823.8,227.245,14.6404,5840.61,263.476,9.50954,3150.48,281.573,5.76898,1513.71,292.19,5.493130000000002,779.39,297.956,5.475619999999998,9,1
2000-03-29,289.222,275.742,251.091,-22.8787,296.77,93132.1,13.5639,47.1333,81.3042,4.2168199999999985,3.7028,10466.9,221.558,32.4815,5643.08,255.871,16.3838,3031.38,273.617,9.17524,1445.23,282.625,6.06071,737.291,287.469,5.32954,0,0
2008-10-10,292.517,283.353,142.202,-43.8945,297.0490000000001,93539.1,20.2182,59.3353,180.637,3.33325,4.7239900000000015,10747.3,227.808,32.2123,5786.21,262.33,15.0389,3111.23,279.416,9.07389,1494.48,287.515,8.58877,774.5989999999998,291.617,7.73734,0,0
2003-10-05,295.163,282.625,434.01,-13.1849,299.296,93564.6,23.0341,49.881,75.6273,1.4184,2.7122,10749.0,226.506,20.3373,5790.58,261.754,10.0872,3125.73,278.951,6.079,1503.46,289.518,3.52355,776.2810000000002,294.4840000000001,3.07316,4,0
2004-07-15,304.475,288.951,1113.64,-45.6783,312.947,93537.7,31.6355,44.6716,55.5058,-2.51864,3.30921,10933.4,229.831,20.2083,5886.3,265.887,10.837,3175.15,283.772,6.47093,1520.61,295.671,4.44489,775.674,301.253,3.94098,6,1
1996-04-25,293.455,276.06,151.56,-81.696,300.875,92718.1,13.1954,41.4692,122.046,4.09523,7.992889999999999,10533.2,224.263,32.8658,5653.61,258.135,22.5657,3022.05,275.752,17.1997,1419.37,286.657,13.4289,700.3539999999998,292.005,11.7466,0,0
1997-09-26,297.556,285.828,19.2879,-27.4536,302.754,93290.7,22.6029,51.1814,65.6222,2.8978200000000003,3.70566,10921.8,232.74,21.8964,5847.63,266.538,11.1557,3129.35,283.963,7.5918800000000015,1485.15,292.329,6.238580000000002,751.2669999999998,297.124,5.64648,0,0
2007-01-16,268.947,265.265,4.59796,-0.453092,272.53,94977.2,11.0625,77.5059,173.718,14.9386,4.92687,10521.5,222.915,38.526,5675.63,255.193,20.5379,3088.94,268.446,9.80794,1551.96,270.59,6.8797,882.069,270.273,7.729189999999999,0,0
2008-11-11,283.887,277.913,147.743,-7.32522,288.141,93578.3,16.6397,70.5798,115.865,3.67938,3.71587,10496.9,222.286,32.4009,5668.11,256.164,16.0792,3058.81,272.493,9.75674,1478.98,281.281,6.48842,776.166,284.267,7.133539999999999,0,0
2007-12-23,273.533,266.76,0.949268,-0.200483,277.133,93928.3,7.0240100000000005,66.1208,106.587,11.2876,4.81642,10398.6,222.282,38.2264,5610.67,253.36900000000003,22.3652,3031.52,268.98400000000004,15.6901,1482.5,274.148,10.9999,801.2260000000001,275.483,8.55941,0,0
2003-03-23,291.202,276.646,7.07529,-20.9733,297.053,93081.2,11.5313,43.9103,105.195,3.3065300000000004,4.8607,10473.5,219.371,30.8686,5659.98,256.217,17.0041,3041.36,275.088,11.2263,1446.05,285.192,9.02976,730.663,290.601,7.570189999999998,0,0
1989-11-15,280.399,269.311,183.506,-3.03891,284.327,93946.6,9.63766,50.362,81.7854,8.98318,6.17271,10389.0,225.0,43.0813,5574.59,251.319,27.3342,3028.25,264.952,15.6594,1495.03,273.861,12.4155,809.188,278.822,11.3463,4,0
2003-11-20,285.087,273.872,0.785914,-0.215831,288.683,93322.3,8.076319999999999,50.7817,127.831,9.14422,4.76323,10603.1,224.91,31.3075,5696.82,259.057,20.7568,3056.12,276.278,12.6055,1459.31,283.817,9.89687,752.939,286.618,9.31357,0,0
1981-05-25,297.087,284.683,509.379,-15.146,305.503,93298.8,25.5037,51.8868,59.9172,-0.759851,3.4704,10687.3,224.465,21.6495,5756.07,260.795,11.0399,3098.42,278.094,7.00005,1479.32,289.263,4.83676,751.972,294.536,4.46948,2,0
1989-02-01,276.289,269.565,95.4091,-33.5604,281.7990000000001,93662.3,15.5793,64.7908,237.593,9.78237,5.01729,10479.8,222.814,47.826,5618.5,256.875,28.8138,3008.88,270.853,15.7747,1458.39,273.025,8.86245,781.203,275.149,8.05969,0,0
1979-05-03,289.55,279.536,667.153,-27.4596,297.003,93604.8,19.3013,58.19,124.157,2.7956,4.94575,10548.8,222.989,34.2877,5699.17,256.733,18.9025,3078.52,273.987,9.60603,1491.46,282.641,7.23752,782.265,287.262,7.28043,25,1
2001-10-23,292.76,280.92900000000003,549.763,-29.8489,297.776,92387.5,19.1005,52.2779,106.958,0.302717,5.23758,10574.3,229.08900000000003,28.6468,5656.76,259.16700000000003,18.729,3010.85,277.616,13.7535,1395.78,288.41,9.90412,671.7819999999998,293.36,8.41734,2,0
1988-07-09,301.783,287.529,595.617,-14.392,310.336,93571.4,34.4158,45.7219,42.2402,-1.66,3.72061,10879.9,229.177,14.6868,5851.73,264.983,7.9001199999999985,3157.11,281.115,5.62097,1517.22,292.932,4.58726,779.3539999999998,298.534,4.11302,3,0
2012-07-05,307.341,286.268,709.9960000000002,-47.6339,317.4120000000001,93568.2,32.2398,32.151,44.1264,-1.26075,5.111269999999998,10977.4,231.082,13.2249,5908.54,266.698,7.44735,3189.03,284.498,6.32345,1528.85,296.985,6.10572,780.918,302.855,6.0900300000000005,1,0
1997-04-14,285.521,275.15,9.53407,-2.8133,291.849,93701.9,11.0425,54.7454,107.301,5.6586,4.79995,10422.3,217.901,29.7623,5639.26,253.603,14.6305,3055.0,270.561,9.57422,1484.03,280.657,7.73837,781.2139999999998,285.009,6.8491100000000005,0,0
2004-09-19,298.813,287.519,351.682,-44.0529,304.28,93490.9,29.4174,52.1909,103.603,1.09727,6.5735199999999985,10936.5,231.77,24.7377,5865.45,266.883,12.8527,3152.4,282.73,12.0457,1508.95,292.942,11.6195,772.592,297.941,10.4276,0,0
1999-09-17,297.18,282.728,173.975,-24.3442,302.207,93753.6,20.6488,43.004,55.9474,2.5069,3.789730000000001,10793.6,227.008,20.3672,5818.65,262.74,8.438360000000001,3144.87,279.341,5.61223,1521.3,289.722,5.56254,793.013,295.39,5.13735,0,0
2011-01-19,276.057,269.033,3.63755,-4.01783,280.365,93580.2,8.11207,68.3517,150.60299999999995,8.93158,4.09649,10334.0,220.529,39.1984,5566.12,251.594,23.588,2999.6,268.466,13.7604,1449.64,275.06,8.9225,766.512,276.331,6.913410000000002,0,0
1980-10-14,292.107,281.089,317.928,-23.2797,296.8040000000001,93452.5,19.9339,52.3895,107.317,1.7763400000000005,4.74396,10637.2,222.914,28.9227,5740.38,259.824,13.1853,3094.19,277.198,8.30729,1483.23,287.12,6.56502,763.807,291.61,7.019610000000001,0,0
1982-04-18,292.026,277.907,300.55,-30.6119,299.173,93334.8,17.8962,46.3587,135.523,0.963218,5.9503,10514.6,222.729,36.3888,5686.81,255.643,20.3981,3068.29,275.093,11.3671,1469.49,285.498,8.71894,753.09,290.242,8.058,0,0
2008-10-17,289.826,280.97900000000004,97.1239,-4.81588,293.075,94326.2,16.4419,58.7637,82.7822,6.34328,2.78058,10743.5,226.78,29.1263,5809.76,261.138,16.6799,3153.31,276.506,9.67419,1554.31,284.7270000000001,4.92959,840.895,289.3640000000001,4.25701,0,0
2001-11-27,276.992,271.17900000000003,240.55,-2.51875,281.993,93846.4,15.1854,69.2194,200.894,7.6691,4.90414,10414.3,222.22,36.963,5602.54,253.378,19.5612,3025.8,268.38,9.8883,1480.9,273.035,8.00052,800.9110000000002,275.496,8.54396,1,0
1999-10-08,293.186,282.708,190.001,-9.85683,297.927,93525.9,23.803,56.535,80.001,3.0363900000000004,3.52051,10770.7,228.591,27.0574,5784.99,262.821,16.9556,3114.93,277.98400000000004,9.4032,1499.73,288.578,6.19972,775.442,293.369,5.55455,0,0
1998-02-02,278.652,272.024,14.4949,-0.346883,282.947,93648.7,10.4294,69.3417,88.8,6.55749,3.6518,10344.3,220.294,33.5866,5588.07,251.713,12.5826,3018.23,268.846,8.39926,1465.06,276.053,6.21742,776.76,278.842,6.24429,0,0
1989-09-11,292.909,284.03,512.965,-9.98823,299.4190000000001,93878.1,26.618,60.1747,101.75,1.1886,3.94341,10724.8,227.547,26.5619,5776.61,260.474,13.2676,3127.65,276.324,7.187410000000002,1524.48,285.763,4.97921,807.296,290.653,5.42985,0,0
1992-09-22,294.361,281.721,308.136,-11.9557,299.5490000000001,93935.1,21.8166,48.4013,89.4533,5.2011,3.93336,10825.4,229.31,17.6563,5826.62,263.643,13.3177,3146.42,278.907,8.252180000000001,1528.7,288.223,6.3349400000000005,806.007,292.94,5.85438,0,0
2001-08-30,299.829,287.449,713.602,-14.8015,307.651,93388.2,33.0948,51.4564,59.7668,-0.990808,3.72738,10845.7,228.831,18.2019,5824.51,264.721,9.5812,3130.14,281.1,7.1606,1494.61,291.874,5.78923,759.898,297.143,5.37866,4,0
1995-11-23,280.565,271.67,129.041,-4.0996,283.789,94326.5,11.5041,58.4537,126.011,6.781560000000002,2.99821,10478.4,219.797,38.5853,5685.12,254.373,21.1957,3092.51,270.647,12.8597,1526.35,278.728,6.26425,832.8510000000001,280.504,5.24085,0,0
2007-05-06,295.447,284.575,1042.23,-36.8042,302.289,93491.6,24.239,56.2776,118.034,-0.228693,5.63775,10718.6,225.482,23.0951,5783.18,260.742,15.226,3121.89,278.275,10.3095,1502.95,288.914,10.0086,776.3939999999999,293.458,9.17266,15,1
2003-09-25,295.777,283.0420000000001,315.575,-27.7975,300.966,93396.2,23.1209,48.4135,125.532,2.40427,3.83777,10772.8,229.006,25.7563,5786.3,262.688,14.7866,3108.48,280.11,8.809619999999997,1483.35,289.182,6.32512,758.133,294.159,5.14398,1,0
2007-09-05,301.823,289.597,841.018,-33.5521,308.606,93284.5,36.1888,51.9955,74.7506,-1.7083700000000002,4.8851900000000015,10936.3,232.001,14.3947,5861.51,266.87,8.166939999999999,3144.13,283.394,6.7176100000000005,1493.63,294.209,7.6226699999999985,752.554,299.572,7.03327,4,0
2001-05-17,299.005,283.357,817.175,-28.5749,306.867,93198.8,22.4641,44.5195,74.2149,-0.613815,4.52875,10727.9,226.09,27.9254,5778.42,261.601,12.1716,3107.6,280.21,7.1700800000000005,1477.51,291.22,6.4489800000000015,745.28,296.815,6.36876,1,0
1981-01-11,272.941,267.651,4.81675,-0.363941,276.475,95036.8,9.08651,69.616,127.845,11.5248,4.31574,10450.9,221.126,41.2894,5659.26,252.033,23.5887,3097.95,266.72700000000003,13.2732,1563.83,271.709,9.23189,888.071,273.743,7.63437,0,0
1995-10-19,290.5370000000001,278.443,163.94299999999996,-15.546,294.4240000000001,93977.3,17.9634,50.4717,80.8305,3.59805,5.12562,10648.6,227.432,34.26,5746.5,257.972,19.5698,3122.22,274.172,12.8069,1531.3,284.301,9.95692,817.91,289.508,8.99819,0,0
2005-08-24,302.42,288.914,976.128,-32.1126,309.733,93574.6,35.7495,47.8747,79.6157,-1.75911,4.80069,10944.7,231.282,17.5975,5887.01,266.301,9.43208,3172.96,283.803,6.576110000000001,1519.68,294.43,6.50239,778.541,299.6740000000001,5.87461,0,0
1980-07-18,305.591,285.872,835.335,-43.2143,315.2990000000001,93477.7,28.7718,36.2714,67.4166,-1.40708,4.47613,10924.1,229.679,16.0492,5887.6,265.82,11.2453,3175.83,284.0370000000001,7.791410000000001,1517.52,296.937,6.3777599999999985,770.627,302.705,5.95138,2,0
2011-12-09,274.311,268.65,12.2222,-1.76911,276.769,94520.2,8.30442,70.631,140.966,11.4135,3.6145,10403.3,219.837,36.8105,5627.75,252.409,21.5169,3062.14,266.875,12.4973,1528.24,272.015,7.891089999999998,850.421,275.1,6.03067,0,0
2011-01-08,275.021,267.256,15.088,-4.5315900000000005,279.584,93182.5,9.3065,61.9973,118.98,9.58578,4.31237,10309.2,220.31,40.8012,5524.05,252.63,22.1489,2954.91,268.087,11.1122,1408.89,273.503,7.11347,730.684,275.7,6.51031,0,0
1998-03-23,286.577,275.683,10.3509,-11.094,292.346,93612.3,11.6686,57.1686,165.083,6.50706,4.39377,10485.7,220.114,43.6486,5661.71,256.021,21.3413,3053.08,272.874,11.1422,1472.99,281.206,5.82798,770.5169999999998,285.5540000000001,6.01685,0,0
1983-05-16,291.994,278.694,58.0538,-26.4909,299.651,93461.3,13.93,48.0401,114.257,3.14511,5.45182,10536.2,222.766,38.8209,5690.31,256.737,18.078,3069.93,274.735,10.0276,1476.44,284.391,6.87795,763.015,289.706,6.43396,0,0
2006-08-10,305.425,288.67,927.825,-35.9949,313.89,93565.5,34.7749,41.831,53.9247,-2.3536900000000003,3.86299,10964.0,231.238,14.5028,5900.17,266.321,7.62565,3184.26,284.117,4.34082,1525.56,296.384,4.07371,778.5139999999999,301.95,4.14267,3,0
1988-12-31,277.056,270.81,76.6446,-4.70966,280.157,93521.2,11.3512,69.9833,124.8,6.5586699999999984,3.01752,10419.9,223.61,40.3678,5611.92,253.813,21.2317,3023.21,270.592,12.2809,1461.66,277.368,8.02927,771.4910000000001,279.68,6.61612,0,0
1982-12-03,281.13,275.147,48.9676,-1.12519,285.091,93418.4,15.2268,69.2194,112.109,7.96329,3.9661,10555.0,225.648,42.0911,5656.09,258.04400000000004,23.6309,3036.08,272.128,13.5665,1464.83,279.451,9.4573,767.5269999999998,282.282,7.786339999999999,7,1
2002-07-01,304.064,288.1090000000001,1196.5,-60.1711,312.901,93673.8,33.5995,45.9334,86.85600000000002,-1.78134,5.43257,10956.1,229.616,12.6325,5911.19,266.745,11.4186,3185.9,285.004,7.776560000000001,1527.42,295.628,7.97125,784.8939999999999,300.814,6.936610000000001,2,0
1993-12-21,275.37,269.315,1.00166,-0.553778,280.153,93604.4,11.3359,66.8845,97.9468,10.0144,4.17581,10325.8,224.502,45.892,5529.69,250.638,25.1423,2983.11,265.115,13.828,1452.54,271.638,8.85665,775.173,275.012,6.992260000000001,0,0
2005-11-03,289.393,277.597,39.0101,-25.9603,293.084,93439.2,12.162,49.7674,138.491,6.6152,4.61902,10653.9,223.508,34.1364,5749.64,260.528,19.4021,3093.8,278.269,12.5945,1480.65,286.963,10.3337,764.5260000000002,290.082,8.81669,0,0
2001-12-29,273.402,266.406,17.339000000000002,-1.14109,277.506,94004.9,8.02829,64.8038,107.439,11.334,3.63752,10349.8,219.826,33.5977,5561.59,251.712,21.3874,3007.07,266.262,12.6153,1476.88,270.49,7.62603,804.94,273.186,6.07992,0,0
2013-06-29,303.356,284.914,469.291,-37.8353,312.902,93475.0,24.5495,38.5439,62.698,0.100395,5.08466,10850.1,227.566,19.8302,5850.12,264.30400000000003,13.9729,3152.69,281.913,9.07701,1508.72,294.362,7.192,768.173,300.32,6.721539999999999,1,0
1981-03-19,283.3520000000001,269.151,0.376848,-0.317013,290.082,93512.0,7.68343,40.1744,95.3758,11.1778,4.77778,10411.4,221.682,49.1657,5592.18,254.215,24.4992,3006.83,269.015,14.5957,1455.12,276.736,8.432269999999999,762.4810000000001,281.884,7.22301,0,0
1979-10-13,289.272,276.216,199.805,-8.47947,293.18,93877.4,14.8481,45.2316,101.192,7.85526,3.69918,10708.5,225.332,26.1137,5769.62,261.888,14.6409,3107.83,277.683,8.07986,1505.7,284.137,5.5748,795.8489999999998,288.441,5.42901,0,0
1988-11-03,291.006,279.53,428.741,-30.458,295.493,92517.7,17.3366,52.4476,130.041,1.28088,4.64581,10534.8,225.051,31.193,5654.47,258.992,18.2181,3012.71,276.798,12.7929,1402.22,287.888,9.04624,681.072,292.197,7.860339999999999,3,0
1989-04-16,293.14,278.146,199.807,-71.1072,300.406,93230.5,14.4582,44.2641,122.112,1.89747,5.5051,10540.0,220.348,25.4731,5693.4,257.02,15.1421,3066.24,276.262,9.69945,1460.96,286.76,8.010060000000001,742.3380000000002,291.658,7.5342699999999985,0,0
1980-05-27,300.3540000000001,285.486,999.166,-28.8021,307.988,93418.9,24.7215,45.6528,61.4747,-2.85322,5.331,10769.3,225.766,23.4262,5812.12,261.588,11.5881,3138.33,281.017,6.45976,1502.04,292.821,7.02377,765.8989999999999,298.2920000000001,6.86777,7,1
1981-11-27,280.396,274.825,72.5788,-3.64078,284.508,93738.1,14.4795,70.7543,130.77100000000002,8.93016,3.53391,10531.1,225.702,46.768,5646.72,256.821,22.7244,3043.0,270.639,11.8327,1480.47,277.566,6.4846900000000005,789.169,280.208,5.5361,0,0
1999-04-30,292.421,281.518,201.772,-10.6939,299.1670000000001,93884.1,15.7693,53.4978,81.7327,4.388,5.9943800000000005,10673.2,222.781,24.026,5772.11,259.93,14.3983,3123.28,276.836,9.97889,1521.66,284.9,8.46442,806.217,290.64,7.69556,6,1
1992-04-16,292.473,281.612,648.544,-6.96102,300.095,93547.6,20.2986,54.4193,65.4129,0.663259,4.29507,10560.4,219.57,19.4884,5712.8,257.472,10.2391,3084.89,275.312,6.50844,1488.54,284.519,5.64088,774.216,289.426,5.56575,6,1
1985-10-28,289.495,281.305,81.6683,-10.4936,294.154,93382.2,20.8099,62.0676,133.153,3.66604,5.9671,10692.4,226.394,22.3336,5748.42,261.246,13.0547,3087.56,278.025,12.3088,1474.24,287.131,12.4858,756.422,290.267,11.2684,1,0
1998-01-03,278.908,274.295,208.818,-18.9478,283.399,93821.4,16.7819,74.31,168.52,2.25227,4.48373,10460.4,220.894,34.472,5649.76,253.917,16.8866,3053.62,272.451,10.9353,1482.78,276.846,8.4018,795.8760000000002,278.186,8.09737,0,0
1990-10-11,288.148,276.867,9.68682,-4.01918,292.4770000000001,93689.6,12.0341,49.8939,75.1091,7.74717,3.71502,10634.2,224.498,27.502,5731.89,259.375,15.0303,3090.48,276.004,8.409880000000001,1493.3,284.251,5.66458,783.5980000000002,287.4890000000001,5.84924,0,0
1984-05-07,291.776,279.132,609.516,-29.4475,298.992,93856.1,17.7246,50.8876,96.1043,2.29642,5.74006,10584.9,225.231,30.0154,5718.14,256.078,19.2553,3107.6,273.411,11.0803,1519.52,283.914,9.25869,806.306,289.184,9.02228,6,1
2012-04-03,292.211,277.89,687.579,-16.736,299.256,93436.0,17.4254,46.4719,79.0857,2.22717,4.66999,10575.9,222.725,20.0717,5714.83,257.60200000000003,12.6454,3082.81,275.313,7.43248,1487.36,284.676,6.37792,772.1189999999998,290.008,6.00698,21,1
2000-08-29,303.9290000000001,285.757,853.4010000000002,-52.4055,311.617,93521.9,27.7579,37.153,66.4764,-0.360999,4.24611,10923.6,229.452,19.1939,5884.35,265.994,10.0678,3174.8,283.7920000000001,7.8149,1520.65,295.637,5.41061,777.03,301.081,5.17165,0,0
1985-09-14,295.61,285.702,236.261,-26.0418,301.041,94391.3,27.6512,57.3202,76.9979,2.67853,5.47026,10883.6,226.904,15.9721,5887.39,264.492,7.61097,3196.17,280.335,5.25362,1571.62,288.38,7.02285,848.2489999999998,292.944,7.46318,0,0
1993-02-28,278.851,274.254,10.961,-4.4286400000000015,283.31,93799.8,14.5001,75.3336,148.135,6.37782,4.143,10516.9,221.78,37.843,5667.78,256.052,18.6975,3061.79,272.075,9.93371,1486.25,280.165,8.39516,790.4989999999998,280.975,7.77722,0,0
2001-06-15,299.677,284.384,649.141,-25.2433,307.357,93594.5,21.1347,44.9921,64.9218,-0.56708,4.78598,10766.5,228.054,22.6188,5810.43,261.636,13.458,3142.26,279.503,10.4288,1513.71,291.56,7.79058,781.1519999999998,297.108,6.5743800000000014,0,0
1992-02-13,282.09,276.644,49.5915,-8.13584,286.958,93302.0,14.755,72.4485,118.62,4.35738,3.85752,10427.0,219.441,41.0646,5614.93,255.019,19.5096,3016.99,271.198,11.9232,1444.55,280.137,7.62339,747.488,282.07,5.76012,0,0
1991-03-09,283.735,269.658,0.420871,-0.133994,288.392,94184.8,6.30025,41.5797,126.638,9.495,4.78806,10447.6,221.858,46.31,5645.34,253.193,24.2068,3071.61,268.308,12.9184,1519.53,277.751,8.68953,823.278,282.988,7.519610000000001,0,0
1989-03-25,290.821,278.624,395.198,-41.7356,296.96,93247.3,14.9273,52.6916,113.159,0.724841,5.01796,10495.0,218.546,21.3382,5687.8,255.965,13.6106,3066.47,276.34,9.49739,1460.28,286.645,8.35718,743.638,290.409,7.3784,0,0
1993-12-28,275.97,270.764,18.2604,-1.85551,279.857,94266.5,14.1153,71.1725,148.12,8.02633,3.8953,10485.8,222.145,41.0862,5650.38,254.517,21.915,3067.15,268.993,14.0613,1513.39,275.649,9.47223,828.998,276.422,7.263660000000002,0,0
2002-06-12,300.362,287.128,834.327,-20.3721,309.194,93317.4,29.7609,49.7556,61.3255,-1.6774,4.51243,10840.9,231.01,24.7106,5817.05,263.965,13.8963,3128.31,281.362,6.93716,1489.78,292.643,5.4900400000000005,753.409,298.084,5.00177,9,1
1991-05-04,292.773,280.79900000000004,903.673,-19.7943,300.271,93547.2,19.7201,54.4593,107.228,0.5295449999999999,5.03754,10563.6,223.125,29.2868,5712.19,256.788,17.0852,3090.67,274.621,9.42541,1495.83,284.7270000000001,6.791410000000001,780.8439999999998,289.5420000000001,6.83104,12,1
1992-01-14,272.532,266.517,1.95573,-0.806458,277.075,93719.8,6.06758,66.1795,75.71300000000002,10.9694,4.30473,10216.0,225.098,47.1091,5473.1,247.272,24.5825,2960.15,261.73400000000004,13.7822,1449.2,268.683,8.52289,779.971,271.826,7.17013,0,0
1983-12-23,263.314,257.925,2.06977,-0.613672,267.02,94636.2,7.229389999999999,70.1198,212.824,16.2997,5.66513,10324.7,223.295,51.6708,5516.99,249.709,34.1883,2995.16,261.801,19.0331,1496.17,263.261,11.9635,847.743,262.724,9.88585,0,0
1986-12-28,277.704,272.496,6.6726800000000015,-1.47914,281.095,94015.4,9.25254,70.5096,88.0652,7.9555,3.35481,10377.3,220.136,29.9765,5618.53,252.185,15.662,3050.6,267.545,9.89672,1502.01,276.675,6.47124,811.9010000000002,279.16700000000003,5.70715,0,0
2009-09-28,294.485,277.353,407.634,-10.5588,299.809,93698.7,18.1495,37.6599,88.5075,6.31246,5.18261,10792.5,229.551,27.3108,5803.82,263.393,15.3547,3121.42,279.73900000000003,10.976,1507.04,287.012,8.48046,787.373,292.464,7.62783,0,0
1998-12-05,285.648,279.823,108.0,-35.5393,290.478,93113.4,16.3279,70.9922,127.396,3.25001,4.60639,10564.4,226.786,44.682,5653.6,257.302,25.4843,3033.53,273.831,13.4002,1447.79,282.103,10.0445,742.005,285.629,8.43535,0,0
1999-07-25,304.265,289.748,1260.94,-32.1237,312.546,93448.9,34.0692,46.5014,53.9713,-2.79231,4.11181,10970.1,232.19,18.5171,5892.64,266.584,9.2227,3175.09,284.432,6.21065,1516.01,296.398,5.76727,769.335,301.939,5.38137,4,0
