,2mTemp,2mDpt,sfcCAPE,sfcCIN,sfcPotentialTmp,sfcPressure,PWAT,2mRH,srh,lifted index 180-0 mb above gnd Best (4-layer),10m wind speed,250mb Geopotenial height,250mb Temperature,250mb wind speed,500mb Geopotenial height,500mb Temperature,500mb wind speed,700mb Geopotenial height,700mb Temperature,700mb wind speed,850mb Geopotenial height,850mb Temperature,850mb wind speed,925mb Geopotenial height,925mb Temperature,925mb wind speed,COUNT,countBinary
1988-01-01,270.04900000000004,264.886,8.248339999999999,-1.53625,273.057,94784.5,10.0776,70.1008,137.6,11.1309,4.27317,10340.9,219.245,39.2179,5600.24,250.105,23.0674,3062.38,263.87,12.577,1542.46,269.673,8.15822,872.3689999999998,271.28,7.336889999999999,0,0
1983-07-20,304.809,290.747,1438.35,-56.1018,312.767,93783.5,34.8077,48.3317,46.4506,-3.36606,4.46368,11021.5,232.349,16.0046,5935.55,267.433,8.93475,3209.63,285.048,7.375589999999999,1547.63,296.883,6.72205,800.15,302.224,5.89858,0,0
1984-08-24,301.137,286.9840000000001,444.995,-22.5192,308.494,93685.9,29.9403,46.1277,54.3611,0.261409,3.92233,10927.9,229.863,15.6556,5877.09,266.071,6.34058,3170.82,282.675,4.84895,1525.14,293.305,5.55042,787.293,298.321,5.28552,0,0
2013-10-27,288.373,278.415,158.127,-12.6892,292.065,93640.9,15.0216,54.1252,119.448,4.90151,4.07533,10612.4,222.69,30.8064,5725.11,259.221,16.5498,3086.76,275.288,8.62861,1490.83,284.119,6.81842,779.768,288.508,6.44224,0,0
1988-06-25,303.819,286.022,647.9680000000002,-23.5984,312.921,93749.0,33.6575,38.7005,40.6006,-0.241932,4.79937,10957.2,230.055,14.3019,5905.64,266.433,9.88197,3188.77,283.689,6.11721,1538.42,294.458,5.75215,797.0110000000002,300.113,5.48868,3,0
2002-02-22,282.958,270.433,8.25838,-0.642463,287.516,93926.6,8.82611,48.2417,155.678,9.47917,4.18998,10474.4,220.76,41.0157,5649.88,254.915,21.9227,3058.44,270.266,12.3918,1496.32,278.952,8.329930000000001,799.035,282.476,7.0097,0,0
1986-02-21,278.738,270.59,34.3142,-38.984,283.538,93610.9,9.915,64.3155,125.503,4.2785400000000005,3.96204,10368.2,221.39,40.3433,5608.98,251.55,21.5269,3035.24,270.628,11.7712,1465.13,279.088,7.641669999999999,773.2360000000001,279.1,6.1647300000000005,0,0
1989-11-14,286.613,277.038,411.108,-13.4869,290.728,93161.5,15.747,58.7375,110.851,2.15801,4.32608,10482.0,224.025,36.4032,5642.96,255.315,20.0673,3036.09,272.98,12.63,1450.85,282.87,8.9219,742.028,287.25,7.71236,0,0
2007-03-27,292.855,282.192,390.032,-25.3204,298.97,93452.2,19.8804,55.7954,127.01,1.34374,6.10196,10611.5,221.09,25.9232,5734.32,259.543,14.4685,3087.4,276.651,10.3826,1481.33,286.373,9.68828,764.2710000000002,291.096,8.85909,4,0
1997-01-29,273.848,266.607,5.15836,0.26899,277.057,94490.6,8.32043,64.7637,131.042,10.4105,3.64359,10432.5,217.001,34.8154,5655.55,253.75,16.034000000000002,3076.45,268.393,10.1232,1527.18,275.265,6.916460000000002,844.295,275.124,5.13845,0,0
2001-03-19,283.77,274.161,13.3467,-1.98153,289.632,94104.6,10.249,56.71,114.835,7.370789999999999,3.71128,10418.2,219.977,33.7188,5633.34,253.053,18.6169,3060.74,267.809,9.43334,1508.9,277.324,6.25723,813.7280000000002,282.275,5.8141300000000005,0,0
2006-08-15,303.019,288.082,792.2669999999998,-28.6042,310.638,93693.0,32.042,44.3798,56.0589,-0.902682,3.74215,10948.4,230.149,16.6105,5898.05,266.199,8.55665,3184.59,283.658,6.40888,1533.73,294.471,5.35572,792.137,300.24,4.93567,0,0
2001-06-08,300.071,287.4790000000001,595.398,-18.5284,308.249,93600.8,28.8442,50.8466,54.2301,-1.25376,3.72186,10824.3,227.566,18.9271,5832.57,263.593,11.5371,3147.18,280.656,6.794460000000001,1512.7,292.014,4.92022,778.33,297.453,4.62138,1,0
2010-06-29,301.408,287.716,569.435,-38.1196,309.752,93791.7,30.5356,47.6532,68.2072,0.345845,5.87827,10927.5,230.438,16.2172,5884.15,265.853,9.47863,3177.29,282.663,7.94734,1533.11,292.826,7.34006,796.178,298.23,7.557360000000001,0,0
1988-04-17,289.434,277.145,273.335,-22.9776,297.3590000000001,93079.2,16.7701,49.6502,97.924,4.16905,6.29318,10493.8,223.288,36.3765,5641.26,256.676,21.2856,3026.62,273.121,13.7825,1442.94,282.377,10.0484,734.4939999999998,287.685,9.22473,1,0
2002-03-03,269.783,260.627,4.9545900000000005,0.107978,275.378,94348.9,4.28139,56.8345,134.535,16.5221,5.39119,10213.2,222.541,44.4662,5472.22,247.56,31.0317,2974.03,258.532,16.8225,1486.48,264.065,9.78357,827.6339999999999,267.812,7.86225,0,0
2011-02-03,268.413,263.783,3.8747,-0.5657760000000001,272.732,94357.1,8.35585,73.455,246.43,13.2967,4.80405,10390.7,224.966,35.8195,5588.15,251.939,23.3209,3028.11,266.232,13.2585,1504.36,269.318,8.29043,835.576,269.878,8.02627,0,0
2004-03-14,285.156,276.119,71.1529,-6.0089,290.738,94057.6,14.8708,58.1014,108.147,5.0655800000000015,4.58864,10428.6,219.226,36.7572,5652.1,253.157,18.7384,3072.06,269.943,10.59,1509.75,278.134,6.82441,813.209,282.831,6.42044,0,0
2009-01-17,279.076,272.176,17.5376,-6.7111100000000015,282.325,94097.4,9.97086,66.3924,147.21,7.73377,4.51673,10445.8,219.926,36.4405,5653.3,254.177,22.5942,3067.82,269.764,17.9912,1508.82,277.356,12.9123,817.2860000000002,280.367,10.1688,0,0
2013-11-06,283.7290000000001,276.117,138.639,-2.10198,287.1,94259.2,15.8682,62.5212,76.1748,6.80565,3.83193,10587.3,228.255,35.7143,5699.34,255.571,20.1252,3102.42,270.492,11.5969,1537.42,278.774,8.06586,839.541,283.071,7.18163,0,0
1996-11-15,283.634,278.24,143.434,-6.53112,288.184,93465.4,18.8481,73.6617,226.836,3.30051,6.70787,10518.2,221.854,32.0777,5655.67,256.652,20.0686,3043.72,272.738,14.983,1464.97,280.467,14.6206,763.5169999999998,283.712,12.889,0,0
1990-08-29,303.644,286.5,894.3810000000002,-29.1425,310.898,93543.9,28.224,40.3829,65.4352,-0.6818930000000001,3.23488,10920.2,229.241,17.3994,5882.27,266.15,11.3578,3175.51,283.026,7.23285,1522.29,295.999,4.38811,777.4019999999998,301.736,4.13317,1,0
1988-04-29,294.556,280.215,289.573,-12.2749,302.085,93362.8,19.0135,45.3642,86.4661,1.03263,5.16306,10588.9,223.685,30.9632,5713.55,257.79900000000004,14.272,3082.94,275.711,7.35603,1477.28,287.411,6.604660000000001,755.826,292.714,6.22304,2,0
1986-12-19,277.07,272.699,4.93275,-1.12716,280.468,93802.6,9.88922,74.6714,70.145,9.38071,2.49521,10415.7,219.913,32.7723,5632.06,254.315,15.5595,3040.21,270.571,8.54001,1479.88,276.772,4.86878,791.578,278.725,3.50246,0,0
1995-06-08,296.401,285.073,1269.25,-30.5095,304.512,93545.6,24.5892,58.2604,122.616,0.413962,5.40476,10791.6,227.126,27.7467,5816.25,263.026,14.7551,3131.57,281.172,9.29406,1504.33,289.331,7.271660000000002,777.75,294.0490000000001,6.72613,29,1
1998-10-09,292.795,280.907,27.1789,-23.5174,296.822,93658.9,13.5922,51.1447,76.1166,6.2867,3.1901,10776.1,225.287,20.3296,5816.52,263.373,10.7882,3132.82,281.246,5.10323,1503.53,289.7920000000001,4.66944,780.5060000000002,292.829,4.85757,0,0
2011-12-16,276.776,272.106,13.933,-2.80838,279.7,94579.4,11.3893,73.5557,121.668,9.81039,3.32786,10516.2,221.801,37.3998,5691.73,255.627,21.1249,3096.51,269.338,11.5347,1546.12,275.486,6.02127,859.576,277.615,4.70718,0,0
1981-06-30,301.802,289.414,723.41,-16.8369,309.754,93857.3,32.5296,50.9862,53.437,-0.8968020000000001,4.61935,10959.4,230.67,16.0029,5896.87,266.827,6.81387,3186.81,282.4290000000001,4.7716400000000005,1543.43,293.231,5.3051900000000005,805.1489999999999,298.707,5.26611,4,0
1996-11-21,280.003,273.988,135.019,-19.1963,283.628,93854.2,12.5242,72.0059,135.611,9.32193,3.33468,10623.5,227.236,29.3816,5705.37,259.475,19.7991,3070.65,274.089,11.423,1488.18,280.134,5.94425,795.453,280.556,5.88413,0,0
1989-05-27,298.288,283.534,723.73,-32.31,306.076,93975.1,20.9195,44.1895,104.608,0.5879260000000001,6.02537,10793.4,226.072,28.5144,5842.5,261.935,14.0315,3168.8,280.23,9.53015,1540.6,290.653,8.245989999999999,811.212,296.123,7.21554,0,0
1984-09-07,298.347,283.103,131.011,-21.4349,305.135,93196.4,24.1881,43.3388,95.017,1.6480400000000002,7.0901,10783.1,229.849,22.716,5783.26,263.615,15.9876,3103.35,279.865,13.0003,1475.95,290.836,11.3382,744.04,296.243,10.211,0,0
2009-04-03,287.43,274.158,3.95809,-1.86813,294.386,92759.0,9.09825,49.4137,124.391,7.39147,5.467980000000002,10427.7,222.459,41.4238,5601.6,256.16200000000003,21.3276,2986.84,274.064,11.5778,1400.26,282.1040000000001,8.25531,696.169,286.243,6.983219999999998,0,0
1981-09-03,298.955,287.3590000000001,808.795,-20.7723,305.789,93729.4,29.8517,52.9042,60.8539,-0.307927,3.91254,10870.4,229.051,16.9928,5852.55,264.72,8.63234,3158.26,281.125,4.9313400000000005,1524.36,291.252,5.03613,792.16,296.508,4.90848,1,0
1993-04-12,289.763,277.511,335.2990000000001,-101.212,297.149,93367.5,14.3429,54.105,128.641,1.47769,5.17284,10499.2,222.171,35.5202,5672.51,254.963,16.3814,3060.57,274.773,8.33728,1466.08,284.2,6.27685,755.0310000000002,288.215,6.36104,0,0
1986-12-21,276.723,273.443,10.8758,-2.36827,280.548,94309.5,12.5868,80.293,114.325,7.603169999999999,3.86002,10466.5,220.974,34.7838,5673.79,253.564,13.4841,3087.64,270.54,7.25493,1525.07,277.183,6.5651600000000006,835.62,278.59,7.066439999999999,0,0
1983-01-03,273.446,268.91700000000003,4.23151,0.195353,276.844,94083.9,7.0206300000000015,74.4189,104.724,10.5295,4.05569,10415.5,219.758,27.692,5635.06,253.804,14.2294,3049.36,270.485,9.86277,1492.64,275.546,8.39527,811.699,275.068,7.23588,0,0
2013-05-25,298.782,284.783,796.545,-34.0096,306.829,93831.7,24.1426,49.7731,106.892,-1.12675,6.11415,10779.2,224.926,19.8392,5836.22,261.644,9.90579,3158.67,280.99,6.497000000000001,1524.79,291.3520000000001,7.49713,794.232,295.821,7.85115,3,0
1980-07-07,306.046,287.797,1300.21,-55.8656,314.916,93653.8,30.2026,38.1009,49.1081,-1.65752,4.9370400000000005,10978.7,230.025,17.5367,5923.53,266.972,9.87981,3199.31,285.49,8.48385,1536.96,296.962,7.33805,789.035,302.812,6.87194,0,0
2003-11-06,282.056,275.556,89.7796,-11.4062,285.599,94226.0,15.4513,67.0503,118.442,7.80169,4.07062,10586.2,224.583,42.5568,5701.21,257.075,23.2854,3094.48,271.744,13.4202,1526.27,278.337,7.854489999999998,831.802,281.655,6.62112,0,0
1989-09-17,298.482,285.561,126.589,-44.0747,303.934,93445.6,20.4274,49.9336,77.3946,1.7414900000000002,5.18371,10862.3,229.629,21.3093,5836.75,265.536,8.85318,3138.93,282.291,6.96898,1497.78,293.116,8.08035,763.5110000000002,297.618,7.5514899999999985,0,0
1997-12-11,272.827,268.157,16.7343,-0.583633,277.372,94341.2,8.67949,73.5115,139.92700000000002,11.6783,5.34269,10303.3,221.475,37.5404,5552.94,248.813,21.9458,3026.51,263.139,11.8632,1510.02,268.726,8.749260000000001,839.535,271.85200000000003,8.60748,0,0
2002-05-12,294.43,281.75,638.846,-23.7948,301.873,94011.7,21.2139,53.15,77.8541,1.89027,5.09238,10707.9,225.36,31.7656,5794.56,259.697,16.235,3145.85,277.036,9.39791,1538.93,286.33,8.29723,819.658,291.471,7.81907,3,0
2013-11-21,281.386,276.601,291.061,-10.1679,285.651,94294.7,20.244,74.8761,146.767,4.9680300000000015,4.53325,10550.8,221.416,34.1897,5707.97,256.437,19.168,3101.97,271.17900000000003,10.2821,1534.51,278.139,7.27401,841.177,280.473,7.76698,0,0
2001-04-21,292.568,281.744,611.46,-59.3458,299.564,93621.6,20.2837,56.004,143.765,1.2012200000000002,7.170960000000001,10625.9,222.199,34.3252,5745.67,258.806,19.9075,3100.02,277.41,13.0891,1495.63,285.2920000000001,9.99738,780.6389999999999,289.902,9.93272,11,1
2001-04-28,296.4190000000001,282.135,294.213,-37.4301,303.214,93732.8,18.4036,44.2699,91.0783,-0.465477,6.30066,10647.0,221.842,14.0305,5772.89,258.636,7.327539999999999,3129.51,277.633,7.5956,1513.52,289.178,8.85143,787.4910000000001,294.396,8.34233,0,0
2010-11-29,280.017,272.349,190.377,-7.67081,284.469,93249.5,12.9802,65.9542,136.292,5.5690300000000015,6.44784,10365.3,223.98,40.1258,5569.97,252.584,24.9672,3000.98,268.351,17.4652,1448.61,276.553,13.8313,756.857,280.253,12.3335,15,1
2008-03-23,281.315,271.663,18.0557,-3.49854,287.332,94511.7,8.71771,54.0563,138.139,6.7065600000000005,4.80789,10320.4,219.158,38.7472,5598.75,248.59,21.491,3070.41,264.636,10.1439,1536.99,274.017,7.11141,850.959,278.881,6.86028,0,0
1984-05-22,297.212,282.863,717.315,-24.0041,304.823,93501.2,22.853,47.4512,97.2526,0.479749,5.1944300000000005,10721.7,226.013,29.0655,5775.8,261.232,16.913,3120.7,278.024,9.36232,1500.24,290.095,7.4131399999999985,771.2410000000001,295.476,7.1744,0,0
2006-03-14,282.623,268.813,4.30074,2.33947,287.841,93960.7,7.2252100000000015,46.3564,140.95,11.2161,5.20161,10447.8,222.092,46.0216,5639.61,254.496,25.5757,3050.99,269.321,12.8156,1497.53,277.145,8.0921,804.947,281.728,7.07021,0,0
2011-11-22,283.7920000000001,276.525,103.965,-4.8047900000000014,286.534,93825.7,12.9966,66.5856,88.1404,5.49392,3.53871,10576.9,223.308,34.1211,5717.69,257.448,16.7753,3093.54,274.213,11.4941,1506.76,282.911,7.94274,800.799,285.389,6.44319,0,0
1999-04-26,292.269,281.302,385.111,-8.85445,299.606,93038.7,20.5448,57.212,79.4948,1.98714,4.5697800000000015,10604.8,225.095,26.1599,5690.67,259.397,15.5749,3050.98,275.724,10.1025,1447.97,286.252,7.60331,729.575,291.002,6.704089999999999,14,1
1990-03-17,284.884,271.137,11.484000000000002,-5.16071,290.966,93604.0,8.5393,44.0778,89.9423,8.08867,4.75943,10420.1,227.093,32.33,5588.01,252.898,21.4179,3020.06,266.91200000000003,13.8914,1473.42,277.831,9.2239,776.421,283.586,7.69896,0,0
1998-11-07,281.601,276.42900000000003,51.051,-14.3776,285.93,94182.3,16.1097,74.0729,148.41299999999995,6.4004900000000005,3.17043,10507.7,221.746,34.6097,5688.07,255.641,17.8626,3088.68,270.85200000000003,10.039,1520.64,278.66700000000003,7.34577,824.753,281.57,6.45749,0,0
2007-12-21,280.47900000000004,273.923,26.1935,-25.2745,284.666,93118.7,10.056,71.1714,162.194,5.93765,5.14776,10431.8,222.397,40.612,5618.88,254.833,20.9079,3016.19,272.711,12.7965,1437.82,280.513,11.7463,738.5089999999999,282.623,10.2615,0,0
1986-06-07,299.963,287.761,825.627,-19.838,308.307,93157.4,29.9815,51.9478,43.0055,-1.41136,4.3857300000000015,10830.4,230.142,18.3253,5811.63,264.671,10.0929,3113.95,281.803,7.26205,1474.24,292.557,5.76495,738.5930000000002,297.953,5.48475,4,0
1993-07-01,301.316,289.725,1322.3,-19.289,309.456,93395.1,32.3004,54.7993,74.6675,-3.49191,5.07049,10883.1,230.131,20.8485,5844.75,264.766,10.8573,3145.18,282.771,7.88638,1499.0,293.386,7.01968,760.882,298.496,5.961,15,1
1985-09-17,298.828,286.7390000000001,549.745,-45.6256,304.905,93184.8,29.1299,51.3031,100.181,-1.19912,5.72985,10821.8,230.206,24.4219,5809.42,264.222,13.4154,3116.1,281.592,8.22524,1476.28,292.513,9.0254,740.803,297.605,8.1633,1,0
1995-11-02,280.235,273.487,292.904,-5.51166,284.907,93781.1,16.1505,65.5874,102.065,6.82827,4.8409900000000015,10448.2,226.36900000000003,37.9483,5603.61,253.27,25.7451,3032.07,268.022,14.4159,1483.71,275.103,8.79669,795.923,278.98400000000004,8.22138,1,0
1994-11-23,278.971,271.79,0.8159850000000001,-0.607908,282.123,94521.1,11.9085,61.5844,159.463,10.727,4.74986,10612.0,221.411,37.919,5743.6,257.807,20.5085,3121.28,273.171,12.3483,1546.97,279.024,8.86172,854.077,280.335,8.37004,0,0
1994-10-30,288.069,278.328,66.5961,-35.4531,292.135,93596.9,15.9567,55.3663,86.3033,4.65303,3.37162,10564.5,223.049,31.8558,5701.24,257.68,16.5864,3074.29,273.89,9.57481,1488.79,282.927,6.06067,779.307,287.758,5.30391,0,0
1999-12-18,278.01,271.608,6.11182,-1.10883,281.777,93401.6,8.76116,68.7252,123.841,8.03524,4.65079,10382.0,219.255,26.1759,5600.16,254.013,16.4739,3006.99,270.815,11.9281,1445.56,277.525,10.029,754.554,279.562,8.31831,0,0
2002-12-15,282.047,274.372,29.7593,-7.285439999999999,285.547,93320.6,10.6771,64.1366,113.33,7.4139,4.2334,10537.2,221.613,27.7171,5675.73,257.758,15.6947,3043.85,275.191,10.4408,1454.01,282.875,9.03902,750.221,284.725,8.55964,0,0
2001-12-27,275.334,268.17,17.4679,-0.601543,279.395,93057.7,7.15787,65.2424,131.303,9.67718,4.05344,10253.2,220.222,38.4592,5496.84,251.054,24.1721,2944.96,266.124,15.9884,1410.61,272.942,10.0977,729.262,277.119,6.97385,0,0
2000-12-16,271.937,264.439,56.9338,-11.9161,275.131,94108.3,6.52042,63.4755,146.065,14.799,6.52573,10399.1,222.274,41.8104,5581.87,254.294,28.7452,3008.67,266.096,17.9838,1485.13,269.208,12.9141,816.5039999999998,271.487,11.6597,1,0
1989-11-22,279.139,271.462,100.343,-0.828716,282.8640000000001,94003.4,11.228,61.237,78.3819,10.3652,4.6702,10438.7,222.865,40.7995,5616.11,254.237,23.8316,3037.74,267.59,14.0627,1494.75,274.547,10.0729,808.805,278.741,9.29182,1,0
2004-05-18,298.844,284.526,853.316,-27.0551,306.289,93769.0,23.9671,48.6601,105.476,-0.955405,5.42831,10773.7,224.761,20.0123,5826.64,261.759,11.4324,3151.67,280.418,7.54818,1522.91,290.621,6.651680000000002,793.428,295.771,6.50318,3,0
2013-09-10,300.672,288.146,614.365,-22.4793,306.941,93747.7,34.6958,50.7115,42.3988,-0.559383,4.77086,10936.4,230.162,17.2982,5879.17,266.60200000000003,8.36553,3174.95,281.361,8.69116,1537.87,292.248,7.459460000000001,801.179,297.971,7.10962,0,0
2003-09-18,293.809,282.899,361.976,-20.7442,299.577,93776.9,23.9023,54.381,89.1797,3.4287300000000003,4.51845,10785.4,227.914,24.493,5798.58,262.892,13.9122,3129.6,277.907,8.103439999999999,1519.51,286.9240000000001,6.59482,798.998,291.784,6.78043,0,0
2005-07-25,303.2390000000001,289.416,1028.52,-29.3389,311.66,93500.5,37.2494,48.4067,71.8626,-1.6558099999999998,5.22379,10960.9,231.902,18.3495,5881.07,266.862,9.66594,3164.85,283.297,7.58401,1515.31,294.035,7.6745,774.275,299.708,7.01513,3,0
1983-11-16,282.5370000000001,272.944,2.54448,-0.168295,285.941,93640.6,8.2798,55.0798,136.016,10.8784,3.78277,10538.0,221.634,31.8199,5681.5,258.226,19.2702,3053.23,274.374,11.7016,1473.0,280.301,7.28937,774.814,283.386,6.15928,0,0
1993-05-27,297.138,285.67,588.243,-42.8917,305.269,93582.8,25.2641,54.0807,83.0259,-0.287765,4.78295,10738.9,224.567,20.3041,5797.69,261.645,11.3303,3125.51,279.591,7.8868,1501.65,289.428,7.04032,775.0989999999998,294.217,6.53472,0,0
2007-10-11,292.327,281.487,226.512,-21.6413,296.618,93570.1,17.8531,52.2609,87.6999,5.38408,3.31685,10742.0,225.262,22.275,5787.92,263.107,11.5452,3106.51,279.812,7.005510000000001,1489.28,286.966,5.29066,771.1489999999999,291.431,4.69082,0,0
2012-04-24,299.418,278.683,205.93,-76.4047,306.948,93057.2,14.8758,33.3408,139.287,1.1002,4.83838,10630.7,221.107,28.1511,5752.37,259.458,18.3328,3091.99,280.47700000000003,10.6187,1457.16,292.788,7.405419999999999,723.3760000000002,297.4890000000001,6.49139,0,0
1983-05-10,294.021,282.337,508.589,-21.8339,301.306,93504.0,21.2502,55.1288,124.827,0.394431,6.47546,10656.3,223.655,26.253,5756.67,259.198,13.5306,3105.59,277.889,9.44911,1491.36,287.96,9.54822,769.059,292.627,8.821710000000003,2,0
1989-02-08,269.258,262.203,3.97095,0.18011300000000002,272.65,95459.0,8.16772,62.4177,130.29,14.0688,5.08429,10383.9,219.982,44.5429,5628.55,249.67,26.6449,3093.25,263.645,14.5198,1583.4,266.057,9.24528,922.928,267.998,8.36164,0,0
1981-07-13,304.252,290.187,1086.37,-26.1319,312.7990000000001,93658.5,36.0026,46.7799,49.9592,-2.35596,4.24838,11002.4,232.225,13.0267,5910.3,267.458,6.32562,3188.92,283.9840000000001,5.58806,1532.78,295.689,5.2953199999999985,787.7869999999998,301.249,5.24139,0,0
1986-09-27,297.358,285.266,883.98,-13.6827,302.293,93558.2,26.0148,50.3335,78.517,-0.509718,4.33959,10777.8,227.228,31.7141,5807.52,262.722,15.8434,3138.94,278.60900000000004,9.64994,1513.99,290.781,6.9815,782.24,296.255,6.19946,0,0
1999-01-13,276.185,270.392,162.558,-6.06386,279.83,94115.1,11.0724,71.5901,113.304,6.86773,3.50591,10397.9,220.495,33.4704,5616.39,252.1,18.5376,3050.64,268.058,10.5837,1500.07,275.653,7.26921,815.03,276.565,6.51912,0,0
2010-07-11,302.848,289.034,1127.92,-28.045,311.501,93249.8,34.2322,48.0353,63.845,-2.30368,4.0732,10898.8,230.694,21.4776,5845.2,265.931,11.2945,3137.19,282.958,7.122789999999998,1489.38,293.773,6.06949,749.08,299.385,5.7549,1,0
1999-06-14,296.4190000000001,285.371,364.774,-8.65311,303.921,94066.3,25.4207,52.6634,49.9414,1.3725,4.21282,10772.2,225.832,22.3027,5815.85,261.793,10.2866,3155.84,276.706,6.296869999999998,1546.38,287.736,5.31194,822.671,293.378,5.11916,0,0
1984-03-27,286.152,276.556,194.657,-51.9532,293.194,92447.8,13.9338,60.8375,108.446,3.9225,6.37263,10374.2,224.003,36.2422,5546.95,254.288,18.7193,2958.01,270.681,13.5739,1385.38,280.997,10.5356,680.628,285.521,9.79012,6,1
2007-06-17,301.267,289.012,1120.82,-49.2899,308.992,93154.7,32.3339,52.7632,96.0755,-2.54482,6.06272,10845.3,228.421,18.736,5834.07,264.998,11.7599,3124.86,283.327,9.30816,1476.34,293.818,9.18009,737.529,299.277,8.11795,8,1
1979-08-17,301.714,288.4790000000001,1038.47,-31.3253,309.24,93746.0,31.8049,48.8292,48.3585,-2.34768,3.85782,10901.8,228.358,17.5213,5879.77,265.191,9.16841,3180.88,281.931,6.8,1537.61,293.526,5.50148,798.1239999999998,298.8,4.88152,2,0
1986-07-18,303.931,289.147,1355.75,-40.7772,311.905,93831.6,33.0193,45.4043,45.269,-2.6774,3.84054,10958.8,230.004,15.0539,5915.25,266.04400000000004,7.45377,3205.41,283.532,6.5042,1551.58,295.529,5.82972,806.92,301.172,5.15952,5,1
1987-10-09,289.0,277.279,127.074,-38.7766,293.583,94373.4,15.8059,48.6127,113.391,5.01967,4.50542,10639.6,224.49,27.9839,5762.15,257.406,15.7775,3136.88,274.494,8.48744,1551.07,282.011,6.4250099999999986,844.916,286.99,6.4873699999999985,0,0
1982-01-17,272.2,265.725,2.29936,-0.966258,276.22,93223.5,8.42999,66.2841,230.916,10.9607,4.27286,10452.0,221.818,47.839,5594.73,256.943,27.7133,2982.3,272.343,17.7927,1413.51,277.495,12.4087,730.5,275.231,9.43409,0,0
2003-08-16,305.22,287.142,730.424,-73.0728,313.75,93649.4,32.6536,38.6487,33.3206,-0.543515,4.17237,10985.3,230.234,13.8775,5917.1,267.706,9.15594,3191.08,284.308,6.3968,1535.22,295.92,5.25975,789.138,301.732,4.8772400000000005,0,0
2002-03-02,271.806,264.319,70.7694,-2.50673,277.649,93828.5,8.05913,62.9567,131.24200000000002,10.8044,7.12747,10206.1,224.08900000000003,43.1887,5462.05,246.436,27.7452,2962.25,260.952,15.3873,1458.43,266.79200000000003,10.8231,792.868,270.197,10.3071,0,0
2012-06-06,302.005,283.452,475.749,-28.913,311.144,93370.5,24.3639,37.4199,64.4685,0.0490644,4.64881,10811.0,227.785,17.1706,5823.1,263.471,9.73848,3134.19,281.559,5.39001,1495.24,293.157,5.85304,757.921,299.061,5.56025,7,1
2004-01-07,273.612,266.553,2.20915,-1.50103,277.191,94191.6,13.2069,63.9236,219.703,11.2814,4.17976,10534.3,221.665,38.2935,5668.34,256.73900000000003,20.983,3059.19,271.748,14.3319,1496.66,274.91700000000003,9.54997,817.423,275.422,7.787269999999999,0,0
1996-01-07,268.705,263.461,8.35233,-0.6379279999999999,272.269,94592.0,6.13349,71.0602,143.845,16.1615,4.56568,10481.2,220.205,36.61,5642.94,255.906,25.0358,3052.48,268.22,14.9204,1514.99,271.706,9.87263,843.632,271.498,8.46095,0,0
1987-08-31,297.836,284.622,352.037,-15.6594,304.311,94194.3,26.3911,46.3451,58.4536,1.7371599999999998,3.61945,10827.4,225.504,21.274,5855.35,263.253,12.4536,3182.21,278.478,8.470930000000001,1562.15,289.407,6.15447,834.1389999999999,295.163,5.61862,0,0
1998-04-01,287.351,274.877,4.11106,-0.834309,293.7390000000001,93027.6,10.1057,50.842,95.3972,7.77568,4.57688,10532.1,226.072,46.9845,5636.22,257.318,21.0027,3015.3,274.161,11.5555,1431.68,282.134,7.96555,725.4739999999998,287.243,7.15807,0,0
1993-12-31,278.78,272.67,4.17438,-0.588384,282.723,93602.7,11.97,68.5546,168.217,7.355189999999999,5.4314,10438.3,219.386,36.1486,5634.18,255.171,18.8061,3037.35,271.187,14.1136,1468.41,278.721,11.7919,773.793,280.71,10.4881,0,0
1979-03-19,286.048,278.613,359.735,-19.3109,291.993,93521.5,16.2496,66.7628,99.772,2.38955,4.75941,10476.8,220.269,26.3604,5667.0,255.421,15.5511,3060.07,272.702,9.67378,1479.2,281.406,8.6003,775.029,285.464,7.75707,3,0
2004-04-27,294.536,278.247,29.1963,-24.9277,301.306,93465.3,12.9106,39.6431,126.689,2.94627,4.92701,10575.8,220.296,24.1753,5726.61,257.63,14.1475,3091.27,276.536,10.1226,1485.0,287.435,8.38118,763.2539999999998,292.817,7.31455,0,0
2002-01-24,277.512,270.151,76.4449,-5.61489,281.293,93755.1,11.406,64.3362,149.17600000000004,8.90438,5.04971,10416.0,222.462,40.8566,5599.96,253.756,27.746,3028.37,267.155,14.8751,1483.18,275.845,11.1657,793.9060000000002,279.138,9.67723,0,0
2007-03-13,290.547,280.953,319.801,-19.3578,295.677,93455.2,18.5672,59.1767,90.9789,1.08851,4.28806,10579.8,221.909,28.9168,5715.68,257.626,18.809,3085.64,275.737,12.0413,1482.19,286.48,8.72603,764.61,290.552,7.614689999999999,1,0
1984-07-13,303.124,288.668,1045.11,-46.3064,311.541,93531.5,32.2629,46.8808,55.447,-2.62375,4.75972,10914.9,229.318,16.2212,5876.44,265.582,8.47675,3169.82,283.074,6.1143800000000015,1517.98,295.12,6.3663,774.8919999999998,300.443,6.05632,0,0
